Age,Attrition,Department,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
29,Yes,Research & Development,18,315,3,Male,86,2,1,Research Scientist,4,Single,2389,1,Yes,3,3,3,2,4,3,0
52,No,Research & Development,2,316,3,Female,89,2,1,Laboratory Technician,4,Single,3212,7,No,3,2,3,2,2,2,2
42,No,Research & Development,4,319,3,Male,58,3,5,Manager,4,Married,19232,1,No,3,4,3,3,22,17,11
59,No,Human Resources,6,321,2,Male,52,3,1,Human Resources,3,Married,2267,8,No,3,4,2,2,2,2,2
50,No,Sales,1,323,4,Female,68,3,5,Manager,4,Divorced,19517,3,No,3,3,3,2,7,0,0
33,Yes,Research & Development,14,325,3,Male,58,3,1,Laboratory Technician,4,Married,2436,5,Yes,3,3,2,1,5,4,0
43,No,Sales,16,327,4,Female,80,3,4,Manager,4,Married,16064,5,Yes,4,3,3,3,17,13,1
33,Yes,Research & Development,2,328,1,Female,39,3,1,Laboratory Technician,1,Married,2707,7,No,4,1,3,4,9,7,1
52,No,Sales,2,329,1,Male,79,2,5,Manager,3,Single,19068,1,Yes,3,4,2,4,33,7,15
32,No,Sales,4,330,3,Female,56,3,1,Sales Representative,2,Married,3931,2,No,3,1,5,3,4,3,1
32,Yes,Research & Development,1,331,4,Male,62,2,1,Laboratory Technician,3,Single,3730,0,Yes,3,4,2,1,3,2,1
39,No,Research & Development,1,332,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,7,No,3,3,1,3,3,2,1
32,No,Sales,26,333,3,Male,100,3,2,Sales Executive,4,Married,4465,0,No,3,1,2,3,3,2,2
41,No,Research & Development,19,334,3,Male,36,3,2,Research Scientist,1,Divorced,3072,2,No,3,1,2,2,1,0,0
40,No,Research & Development,24,335,1,Male,62,3,2,Research Scientist,4,Divorced,3319,1,No,3,1,3,3,9,8,4
45,No,Research & Development,1,336,3,Male,70,4,5,Manager,4,Married,19202,0,No,3,3,2,3,24,0,1
31,No,Research & Development,3,337,2,Male,73,3,3,Research Director,3,Divorced,13675,9,No,3,1,3,3,2,2,2
33,No,Research & Development,5,338,3,Female,63,2,1,Research Scientist,4,Married,2911,1,No,3,3,2,2,2,2,0
34,No,Research & Development,2,339,4,Male,84,2,2,Manufacturing Director,1,Married,5957,6,No,3,2,3,3,11,9,5
37,No,Research & Development,1,340,3,Female,83,2,1,Research Scientist,1,Married,3920,2,No,3,1,2,2,3,1,0
45,No,Research & Development,7,341,1,Male,77,4,2,Manufacturing Director,3,Married,6434,4,No,3,4,1,3,3,2,0
37,Yes,Research & Development,10,342,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,6,No,3,2,5,3,1,0,0
39,No,Research & Development,2,343,3,Female,64,3,3,Healthcare Representative,3,Single,10938,0,No,4,4,1,3,19,6,11
29,No,Research & Development,15,346,3,Male,60,3,1,Research Scientist,4,Single,2340,1,No,3,1,1,3,6,5,1
42,No,Research & Development,17,347,4,Female,82,4,2,Research Scientist,1,Single,6545,3,Yes,3,3,1,3,3,2,0
29,No,Sales,20,349,4,Male,45,3,2,Sales Executive,4,Divorced,6931,2,No,3,4,2,3,3,2,0
25,No,Research & Development,1,350,1,Female,62,3,2,Manufacturing Director,3,Married,4898,0,No,3,4,3,3,4,2,1
42,No,Research & Development,2,351,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,0,Yes,3,3,4,3,9,6,7
40,No,Research & Development,2,352,1,Male,49,3,5,Research Director,3,Divorced,19436,0,No,3,4,5,3,21,7,3
51,No,Research & Development,1,353,3,Male,96,3,1,Research Scientist,4,Married,2723,1,No,3,2,0,2,1,0,0
31,Yes,Research & Development,29,355,3,Male,71,2,1,Laboratory Technician,2,Single,3479,0,No,3,2,2,4,5,4,1
32,No,Research & Development,7,359,2,Male,100,4,1,Laboratory Technician,2,Married,2794,1,No,4,3,3,1,5,1,0
38,No,Sales,2,361,4,Male,39,2,2,Sales Executive,4,Married,5249,3,No,3,4,0,3,8,7,7
32,No,Research & Development,2,362,4,Male,84,2,2,Laboratory Technician,1,Single,2176,4,No,3,4,5,3,6,2,0
46,No,Sales,2,363,3,Female,75,1,4,Manager,2,Married,16872,3,Yes,3,2,2,2,7,7,7
28,Yes,Research & Development,2,364,1,Male,79,3,1,Laboratory Technician,3,Single,3485,2,No,3,3,5,1,0,0,0
29,No,Sales,2,366,1,Male,78,2,2,Sales Executive,2,Married,6644,2,No,3,2,2,3,0,0,0
31,No,Research & Development,23,367,2,Male,64,2,2,Healthcare Representative,4,Married,5582,0,No,4,2,2,3,9,0,7
25,No,Research & Development,5,369,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,1,No,3,4,2,3,6,3,1
45,No,Research & Development,20,372,3,Male,79,3,4,Healthcare Representative,4,Married,13496,0,Yes,3,2,2,3,20,7,4
36,No,Research & Development,6,373,4,Male,47,3,1,Laboratory Technician,4,Married,3210,0,No,3,3,4,3,15,13,10
55,No,Research & Development,1,374,4,Male,81,3,5,Manager,1,Single,19045,0,Yes,3,3,2,3,36,10,4
47,Yes,Research & Development,29,376,1,Male,88,3,3,Manager,2,Married,11849,1,Yes,3,4,2,2,10,7,9
28,No,Research & Development,9,377,4,Male,94,3,1,Research Scientist,4,Married,2070,1,No,4,4,3,2,5,2,0
37,No,Sales,6,378,3,Male,98,3,2,Sales Executive,4,Married,6502,4,No,3,2,5,4,5,4,0
21,No,Research & Development,3,379,4,Male,100,2,1,Research Scientist,3,Single,3230,1,No,3,1,4,4,3,2,1
37,No,Research & Development,1,380,1,Female,80,3,3,Research Director,4,Divorced,13603,2,Yes,3,1,2,3,5,2,0
35,No,Research & Development,22,381,2,Female,71,4,3,Manager,2,Divorced,11996,7,No,3,2,6,2,7,7,6
38,No,Sales,7,382,1,Female,44,4,2,Sales Executive,1,Divorced,5605,1,Yes,4,3,3,3,8,0,7
26,No,Research & Development,1,384,3,Female,84,3,2,Manufacturing Director,2,Divorced,6397,1,No,4,1,6,1,6,5,1
50,No,Research & Development,4,385,1,Male,96,3,5,Research Director,2,Divorced,19144,3,No,3,1,4,2,10,4,1
53,No,Research & Development,3,386,3,Male,45,3,4,Research Director,3,Married,17584,3,Yes,3,4,5,2,5,3,1
42,No,Sales,1,387,2,Male,99,3,2,Sales Executive,3,Married,4907,1,No,4,3,3,3,20,16,11
29,No,Sales,2,388,2,Male,44,3,2,Sales Executive,4,Single,4554,1,No,3,1,3,2,10,7,0
55,No,Research & Development,20,389,2,Male,37,3,2,Laboratory Technician,4,Married,5415,3,Yes,3,4,4,3,10,7,0
26,No,Research & Development,11,390,1,Male,60,3,2,Healthcare Representative,1,Married,4741,1,Yes,3,3,3,3,5,3,3
37,No,Research & Development,1,391,4,Female,42,3,1,Research Scientist,4,Single,2115,1,No,3,2,3,3,17,12,5
44,Yes,Research & Development,24,392,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,3,Yes,4,4,0,1,1,0,0
38,No,Research & Development,23,393,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,9,No,3,2,2,3,2,2,1
26,Yes,Research & Development,16,394,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,2,Yes,3,4,2,3,3,2,0
28,No,Research & Development,8,395,4,Female,66,3,1,Research Scientist,4,Single,3310,1,No,4,4,3,3,5,3,0
49,No,Research & Development,10,396,3,Female,35,3,5,Research Director,1,Single,18665,9,Yes,3,4,4,3,3,2,1
36,No,Research & Development,3,397,3,Male,30,3,2,Research Scientist,2,Single,4485,4,No,3,4,2,3,8,0,7
31,No,Sales,5,399,4,Female,84,3,1,Sales Representative,2,Divorced,2789,1,No,3,3,5,2,2,2,2
26,Yes,Sales,4,401,4,Male,48,2,2,Sales Executive,4,Single,5828,1,Yes,3,2,0,3,8,7,7
37,No,Research & Development,9,403,2,Male,53,3,1,Research Scientist,4,Married,2326,1,Yes,3,3,3,2,4,2,1
42,No,Sales,26,404,3,Female,77,3,4,Sales Executive,2,Married,13525,5,No,3,4,2,4,20,4,4
18,Yes,Research & Development,3,405,3,Male,54,3,1,Laboratory Technician,3,Single,1420,1,No,3,3,2,3,0,0,0
35,No,Sales,16,406,3,Male,96,3,3,Sales Executive,2,Married,8020,0,No,3,3,3,2,11,9,6
36,No,Research & Development,18,407,3,Male,81,4,1,Laboratory Technician,4,Married,3688,4,No,3,4,2,3,1,0,0
51,No,Research & Development,2,408,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,5,No,3,4,3,3,4,1,1
41,No,Sales,2,410,4,Male,88,3,4,Manager,2,Single,16015,1,No,3,2,2,3,22,10,0
18,No,Sales,10,411,4,Female,69,2,1,Sales Representative,3,Single,1200,1,No,3,1,2,3,0,0,0
28,No,Research & Development,16,412,2,Male,68,4,2,Healthcare Representative,1,Single,5661,0,No,3,3,2,3,8,3,0
31,No,Sales,7,416,2,Male,100,4,2,Sales Executive,4,Married,6929,4,No,3,2,3,2,8,7,7
39,No,Research & Development,1,417,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613,0,No,3,1,5,2,18,10,3
36,No,Research & Development,24,419,2,Female,47,3,2,Laboratory Technician,2,Married,5674,7,No,3,3,3,3,9,8,0
32,No,Sales,7,420,4,Male,91,2,2,Sales Executive,3,Married,5484,1,No,3,3,3,2,13,8,4
38,No,Research & Development,25,421,1,Female,81,2,3,Research Director,2,Married,12061,3,No,3,3,2,3,10,8,0
58,No,Research & Development,1,422,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660,2,Yes,3,4,2,3,5,3,1
31,No,Research & Development,5,423,3,Male,86,3,1,Research Scientist,4,Married,4821,0,Yes,3,3,4,3,5,2,0
31,No,Human Resources,2,424,1,Male,62,2,2,Human Resources,1,Married,6410,3,No,3,4,1,3,2,2,1
45,No,Research & Development,7,425,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,1,No,3,1,2,3,24,9,9
31,No,Research & Development,2,426,3,Male,32,3,1,Research Scientist,4,Divorced,2695,0,Yes,3,2,2,1,2,2,2
33,No,Research & Development,5,428,4,Female,74,3,3,Manager,2,Married,11878,6,No,3,2,2,3,10,6,8
39,No,Research & Development,10,429,3,Male,99,3,4,Manager,1,Married,17068,1,Yes,3,4,3,3,21,9,11
43,No,Research & Development,10,430,3,Female,33,3,1,Laboratory Technician,4,Single,2455,0,No,3,1,5,3,8,7,1
49,No,Research & Development,1,431,3,Female,90,2,4,Healthcare Representative,3,Single,13964,7,Yes,3,4,2,3,7,1,0
52,Yes,Research & Development,8,433,3,Male,85,2,2,Research Scientist,2,Married,4941,2,No,3,1,3,2,8,2,7
27,No,Research & Development,5,434,3,Female,85,3,1,Research Scientist,2,Single,2478,1,Yes,3,2,2,2,4,3,1
32,No,Sales,8,436,3,Female,65,2,2,Sales Executive,2,Married,5228,1,Yes,3,4,2,3,13,12,11
27,No,Sales,2,437,4,Male,74,3,2,Sales Executive,3,Single,4478,1,Yes,3,1,3,3,5,4,0
31,No,Sales,7,438,4,Male,73,3,2,Sales Executive,4,Divorced,7547,4,No,3,4,3,3,7,7,1
32,No,Research & Development,2,439,1,Female,74,4,2,Research Scientist,4,Single,5055,7,No,3,3,0,2,7,7,0
28,Yes,Research & Development,2,440,1,Male,84,1,1,Research Scientist,4,Married,3464,5,Yes,3,4,4,2,3,2,2
30,No,Research & Development,28,441,4,Female,64,3,2,Research Scientist,4,Married,5775,1,No,3,4,2,3,10,8,1
31,No,Research & Development,7,442,3,Female,48,2,3,Manufacturing Director,3,Married,8943,1,No,4,1,2,3,10,9,8
39,No,Research & Development,7,444,3,Male,54,2,5,Manager,4,Married,19272,1,No,3,1,2,3,21,9,13
39,Yes,Sales,3,445,4,Female,41,3,2,Sales Executive,3,Married,5238,4,Yes,3,1,3,2,1,0,0
33,No,Sales,10,446,2,Male,46,2,2,Sales Executive,4,Single,4682,3,No,3,3,6,2,7,7,0
47,No,Research & Development,5,447,4,Male,42,3,5,Research Director,3,Married,18300,4,No,3,2,2,3,3,2,1
43,No,Research & Development,10,448,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,1,No,3,2,3,4,9,7,0
27,No,Sales,1,449,3,Male,73,3,2,Sales Executive,2,Married,6349,0,Yes,3,4,0,3,5,4,1
54,No,Research & Development,20,450,4,Female,31,3,2,Research Scientist,3,Single,4869,3,No,3,4,4,2,4,3,0
43,No,Research & Development,7,451,3,Female,43,3,3,Healthcare Representative,1,Married,9985,8,No,3,1,1,2,1,0,0
45,No,Research & Development,8,452,4,Male,75,3,2,Research Scientist,4,Married,3697,9,No,3,1,3,3,10,9,9
40,No,Sales,1,453,2,Male,57,1,2,Sales Executive,4,Married,7457,2,Yes,4,3,2,2,4,3,0
29,Yes,Research & Development,8,454,2,Male,77,1,1,Laboratory Technician,1,Married,2119,1,Yes,3,4,4,2,7,7,0
29,No,Research & Development,9,455,2,Male,30,2,1,Laboratory Technician,4,Single,3983,0,No,3,3,2,3,3,2,2
30,No,Sales,5,456,4,Female,30,2,2,Sales Executive,3,Divorced,6118,1,No,3,3,2,3,10,9,1
27,No,Sales,8,458,2,Female,56,3,2,Sales Executive,2,Married,6214,1,No,3,1,3,3,8,7,0
37,No,Research & Development,5,460,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,7,No,3,3,2,2,6,2,0
38,No,Research & Development,15,461,3,Male,92,2,3,Research Director,4,Divorced,11510,0,Yes,3,2,3,3,11,10,2
31,No,Research & Development,7,462,3,Female,39,3,3,Manufacturing Director,4,Single,7143,1,Yes,3,3,2,2,11,9,4
29,No,Sales,10,463,4,Female,39,2,2,Sales Executive,2,Divorced,8268,1,Yes,3,1,2,3,7,7,1
35,No,Research & Development,5,464,3,Male,62,3,3,Manufacturing Director,2,Single,8095,0,No,3,4,5,3,16,6,0
23,No,Research & Development,26,465,3,Male,83,3,1,Research Scientist,4,Divorced,2904,1,No,3,3,2,2,4,2,0
41,No,Research & Development,6,466,4,Male,95,2,2,Manufacturing Director,2,Single,6032,6,Yes,3,4,3,3,5,4,1
47,No,Sales,4,467,2,Male,99,3,2,Sales Representative,3,Single,2976,3,No,3,1,3,3,0,0,0
42,No,Research & Development,23,468,1,Female,44,3,4,Research Director,4,Single,15992,2,No,3,2,2,3,1,0,0
29,No,Sales,2,469,4,Male,61,3,2,Sales Executive,3,Married,4649,1,No,3,1,3,2,4,3,0
42,No,Human Resources,2,470,3,Male,52,3,1,Human Resources,3,Divorced,2696,0,Yes,3,3,5,3,3,2,1
32,No,Research & Development,2,471,3,Female,75,3,1,Laboratory Technician,2,Married,2370,1,No,3,3,4,3,8,0,0
48,No,Sales,29,473,1,Female,91,3,3,Manager,3,Married,12504,3,No,4,2,3,1,0,0,0
37,No,Research & Development,6,474,3,Male,51,4,2,Research Scientist,1,Divorced,5974,4,Yes,3,1,2,3,7,7,6
30,No,Sales,25,475,4,Female,85,3,2,Sales Executive,3,Married,4736,7,Yes,3,2,2,4,2,2,2
26,No,Sales,1,476,3,Male,57,3,2,Sales Executive,3,Married,5296,1,No,3,2,3,3,8,7,7
42,No,Research & Development,2,477,1,Male,98,2,2,Healthcare Representative,4,Single,6781,3,No,4,2,6,3,1,0,0
21,Yes,Sales,1,478,1,Female,99,2,1,Sales Representative,2,Single,2174,1,Yes,3,3,3,3,3,2,1
36,No,Sales,1,479,4,Female,45,3,2,Sales Executive,4,Single,6653,4,No,3,2,6,3,1,0,0
36,No,Sales,3,481,1,Male,48,2,3,Sales Executive,4,Married,9699,4,No,3,1,2,3,13,9,1
57,No,Research & Development,1,482,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2,No,3,3,2,3,3,2,1
40,No,Research & Development,10,483,4,Female,46,4,1,Laboratory Technician,3,Married,2213,3,Yes,3,3,3,3,7,7,1
21,No,Sales,9,484,1,Male,39,3,1,Sales Representative,4,Single,2610,1,No,4,3,3,2,3,2,2
33,Yes,Sales,5,485,4,Female,34,3,1,Sales Representative,3,Single,2851,1,Yes,3,2,2,3,1,0,0
37,No,Research & Development,10,486,3,Female,98,3,1,Laboratory Technician,1,Married,3452,6,No,4,2,3,3,5,4,0
46,No,Research & Development,7,487,3,Female,30,3,2,Manufacturing Director,3,Married,5258,2,No,3,3,2,4,1,0,0
41,Yes,Sales,4,488,1,Male,56,3,2,Sales Executive,2,Single,9355,1,No,3,3,5,3,8,7,7
50,No,Research & Development,10,491,4,Male,100,2,3,Healthcare Representative,4,Single,10496,6,No,3,4,2,3,4,3,1
40,Yes,Sales,22,492,3,Male,68,2,2,Sales Executive,3,Married,6380,2,Yes,3,1,6,3,6,4,1
31,No,Research & Development,9,493,3,Male,42,2,1,Research Scientist,2,Single,2657,0,Yes,3,4,5,3,2,2,2
21,Yes,Sales,12,494,3,Female,90,4,1,Sales Representative,2,Single,2716,1,No,3,4,0,3,1,0,0
29,No,Research & Development,23,495,4,Male,54,3,1,Research Scientist,4,Single,2201,9,No,3,4,4,3,3,2,1
35,No,Research & Development,9,496,3,Male,97,2,2,Healthcare Representative,2,Single,6540,9,No,3,3,5,3,1,1,0
27,No,Research & Development,1,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,1,No,3,2,2,3,5,2,0
28,No,Sales,9,498,2,Male,92,3,2,Sales Executive,4,Single,5253,1,No,3,4,1,3,7,5,0
49,No,Research & Development,7,499,2,Male,31,2,3,Healthcare Representative,3,Single,10965,8,No,4,3,2,3,5,2,0
51,No,Sales,14,500,3,Female,87,3,2,Sales Executive,4,Married,4936,4,No,3,3,2,2,7,7,0
36,No,Research & Development,2,501,4,Female,96,3,1,Research Scientist,3,Married,2543,4,No,3,2,3,3,2,2,2
34,Yes,Sales,19,502,1,Male,67,4,2,Sales Executive,4,Single,5304,8,Yes,3,2,3,2,5,2,0
55,No,Research & Development,2,505,3,Female,97,3,4,Manager,4,Single,16659,2,Yes,3,3,2,3,5,4,1
24,No,Sales,10,507,4,Female,77,3,2,Sales Executive,3,Divorced,4260,1,Yes,3,4,2,4,5,2,0
30,No,Sales,2,508,3,Male,72,3,1,Sales Representative,2,Married,2476,1,No,3,1,3,3,1,0,0
26,Yes,Research & Development,3,510,3,Male,73,3,1,Research Scientist,1,Single,3102,0,No,4,3,2,3,6,4,0
22,No,Research & Development,11,511,1,Female,43,3,1,Research Scientist,2,Married,2244,1,No,3,4,1,3,2,1,1
36,No,Sales,2,513,2,Male,61,2,3,Sales Executive,3,Married,7596,1,No,3,2,2,3,10,9,9
30,Yes,Research & Development,4,514,3,Male,40,3,1,Research Scientist,4,Single,2285,9,Yes,4,3,4,3,1,0,0
37,No,Research & Development,14,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,1,No,3,3,2,2,18,7,12
40,No,Sales,2,516,4,Female,46,3,2,Sales Executive,2,Divorced,5715,7,No,3,3,5,3,5,4,1
42,No,Research & Development,1,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,3,No,3,2,5,3,5,2,1
37,No,Research & Development,10,518,3,Male,49,3,2,Manufacturing Director,2,Single,4197,2,Yes,3,4,2,2,1,0,0
43,No,Research & Development,12,520,1,Male,59,2,4,Research Director,2,Divorced,14336,1,No,3,3,3,3,25,10,3
40,No,Research & Development,2,521,2,Female,78,2,2,Laboratory Technician,3,Married,3448,6,No,4,2,3,3,1,0,0
54,No,Research & Development,5,522,1,Male,86,3,5,Research Director,1,Married,19406,4,No,3,3,4,2,4,2,1
34,No,Sales,4,523,3,Female,72,3,2,Sales Executive,3,Married,6538,9,No,3,1,3,3,3,2,1
31,No,Research & Development,7,524,2,Female,31,3,2,Manufacturing Director,1,Married,4306,1,No,3,2,5,1,13,10,3
43,No,Research & Development,21,525,4,Male,61,3,1,Laboratory Technician,4,Married,2258,7,No,4,1,1,3,3,2,1
43,No,Research & Development,8,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,4,Yes,3,4,3,3,5,2,0
25,No,Sales,4,527,2,Female,99,2,2,Sales Executive,4,Single,4487,1,Yes,3,2,3,3,5,4,1
37,No,Research & Development,25,529,2,Female,72,3,2,Research Scientist,3,Married,4449,3,Yes,3,1,2,3,13,11,10
31,No,Research & Development,1,530,4,Male,98,2,1,Laboratory Technician,1,Married,2218,1,No,3,3,3,3,4,2,3
39,No,Research & Development,1,531,2,Male,52,3,5,Manager,3,Divorced,19197,1,Yes,3,3,3,3,21,8,1
56,No,Sales,6,532,3,Female,86,4,4,Sales Executive,1,Married,13212,9,No,3,4,0,2,7,7,7
30,No,Sales,12,533,2,Female,83,3,2,Sales Executive,3,Single,6577,0,No,3,2,6,3,5,4,4
41,No,Sales,1,534,2,Male,49,4,3,Sales Executive,1,Married,8392,1,No,3,3,2,3,10,7,0
28,No,Research & Development,17,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,1,No,3,4,2,3,10,0,1
25,Yes,Research & Development,3,538,1,Male,91,3,1,Laboratory Technician,1,Married,4031,5,No,3,3,5,3,2,2,0
52,No,Research & Development,3,543,4,Male,39,2,3,Manufacturing Director,3,Married,7969,2,Yes,3,3,4,3,5,4,0
45,No,Research & Development,10,544,1,Male,69,3,1,Research Scientist,4,Married,2654,3,No,4,4,3,2,2,2,0
52,No,Research & Development,4,546,4,Female,30,3,4,Manager,4,Married,16555,2,No,3,4,2,1,5,2,1
42,No,Research & Development,29,547,1,Female,92,3,2,Research Scientist,3,Divorced,4556,2,No,3,2,3,3,5,4,0
30,No,Research & Development,2,548,3,Female,43,1,2,Manufacturing Director,4,Single,6091,2,No,4,3,2,3,5,4,0
60,No,Research & Development,7,549,1,Female,41,3,5,Manager,1,Married,19566,5,No,3,4,5,1,29,8,11
46,No,Research & Development,18,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,2,No,3,3,5,2,10,7,0
42,No,Research & Development,28,551,4,Female,88,2,2,Healthcare Representative,4,Married,4523,0,No,3,4,4,4,6,5,0
24,Yes,Sales,1,554,1,Female,62,3,1,Sales Representative,2,Single,3202,1,Yes,3,2,4,3,5,3,1
34,Yes,Sales,6,555,4,Female,33,1,1,Sales Representative,3,Divorced,2351,0,No,3,4,3,2,2,2,1
38,No,Research & Development,2,556,4,Male,42,3,1,Laboratory Technician,4,Married,1702,1,Yes,4,3,3,3,1,0,0
40,No,Sales,2,558,3,Female,79,3,5,Manager,3,Married,18041,0,No,3,4,2,3,20,15,1
26,No,Research & Development,23,560,1,Female,90,3,1,Research Scientist,4,Divorced,2886,1,No,4,2,3,1,3,2,0
30,No,Research & Development,3,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097,4,No,3,3,3,1,5,3,1
29,No,Research & Development,3,564,2,Male,93,2,3,Research Director,3,Married,11935,1,No,3,3,2,3,10,2,0
29,Yes,Research & Development,25,565,3,Female,71,2,1,Research Scientist,2,Married,2546,5,No,3,2,2,4,2,2,1
19,Yes,Human Resources,2,566,1,Male,52,2,1,Human Resources,4,Single,2564,1,No,3,3,3,4,1,0,0
30,No,Sales,22,567,3,Female,69,3,3,Sales Executive,1,Married,8412,0,No,3,3,3,3,9,8,7
57,No,Sales,29,568,1,Male,56,2,4,Manager,4,Divorced,14118,3,No,3,3,3,2,1,0,0
50,No,Research & Development,29,569,2,Male,88,2,4,Manager,3,Married,17046,0,No,3,2,2,3,27,10,15
30,No,Research & Development,2,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,0,No,3,3,2,2,11,7,6
60,No,Sales,28,573,3,Female,80,2,3,Sales Executive,1,Married,10266,4,No,3,4,5,4,18,13,13
47,No,Research & Development,2,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,5,No,3,3,2,3,5,0,0
46,No,Research & Development,2,575,1,Male,51,3,4,Research Director,3,Married,17861,6,No,3,3,2,1,3,2,0
35,No,Research & Development,22,577,4,Male,46,1,1,Laboratory Technician,3,Single,4230,0,No,3,3,2,3,5,4,4
54,No,Research & Development,8,578,3,Female,42,3,2,Laboratory Technician,3,Single,3780,7,No,3,3,3,3,1,0,0
34,No,Research & Development,2,579,4,Male,62,2,1,Research Scientist,3,Divorced,2768,3,No,3,3,3,3,7,3,5
46,No,Sales,10,580,3,Female,94,2,3,Sales Executive,4,Married,9071,2,Yes,3,3,3,3,3,2,1
31,No,Research & Development,9,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,1,No,4,4,6,4,13,8,0
33,Yes,Research & Development,15,582,2,Male,56,3,3,Manager,3,Married,13610,7,Yes,3,4,2,4,7,6,7
33,Yes,Research & Development,10,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,7,No,3,1,2,3,4,3,1
30,No,Sales,7,585,4,Male,57,3,1,Sales Representative,2,Single,2983,0,No,3,1,3,3,3,2,1
35,No,Research & Development,16,586,4,Male,72,3,3,Healthcare Representative,3,Married,7632,4,Yes,3,3,2,3,8,7,0
31,Yes,Research & Development,20,587,1,Male,66,3,3,Healthcare Representative,3,Married,9824,3,No,3,1,2,3,1,0,0
34,Yes,Human Resources,23,590,2,Female,43,3,3,Human Resources,1,Divorced,9950,9,Yes,3,3,2,3,3,2,0
42,No,Research & Development,5,591,2,Male,97,3,1,Laboratory Technician,3,Married,2093,4,No,3,4,4,3,2,2,2
36,No,Sales,10,592,2,Male,32,3,3,Sales Executive,4,Single,9980,1,No,3,4,3,2,10,3,9
22,Yes,Research & Development,4,593,3,Male,99,2,1,Laboratory Technician,3,Single,3894,5,No,3,3,3,3,2,2,1
48,No,Sales,2,595,2,Female,37,3,2,Sales Executive,4,Married,4051,2,No,3,1,2,3,9,7,6
55,No,Sales,18,597,1,Female,83,3,4,Manager,2,Single,16835,3,No,4,4,2,3,10,9,7
41,No,Sales,10,599,4,Male,56,3,2,Sales Executive,4,Single,6230,7,No,3,4,3,3,14,3,1
35,No,Sales,1,600,2,Male,85,3,2,Sales Executive,3,Married,4717,9,No,3,3,2,3,11,9,6
